Period,City,Channel,Category,Segment,Manufacturer,Brand,Item Name,Pack_Size,Packaging,Unit_Price,Sales_Volume(KG_LTRS),Sales_Value
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"59,567.7","18,660,575.2"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"22,916.9","8,375,600.8"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"6,111.2","2,233,493.5"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,99.75,"16,688.1","6,099,155.4"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"57,409.8","20,981,953.8"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.33,"67,340.7","24,053,007.4"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,98.45,"109,883.3","39,715,074.0"
Jul-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.10,"242,683.7","88,496,045.7"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"26,413.9","8,274,584.4"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,71.25,"97,411.1","25,429,708.6"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"35,131.8","12,839,908.5"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"1,155.0","422,134.0"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,102.60,"75,653.8","28,325,190.0"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,102.60,"68,916.2","26,083,859.6"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,450G,SACHET,256.50,"17,806.5","6,693,838.8"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,"3,429.0","527,667.5"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,256.50,"13,715.9","5,156,065.0"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"3,850.0","1,407,113.3"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"7,218.9","2,713,718.4"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"31,281.8","12,047,904.8"
Jul-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"15,015.3","5,487,741.7"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,87.54,"16,339.3","5,121,805.6"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"12,124.0","3,798,042.7"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,95.00,0.0,0.0
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"16,730.1","6,114,483.7"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,95.00,"41,267.7","15,082,393.2"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.19,"49,702.5","17,418,999.5"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"14,290.4","5,372,010.7"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"106,306.0","38,852,448.6"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"205,571.2","75,131,718.7"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,171.00,0.0,0.0
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,0.0,0.0
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,71.25,"14,365.7","3,750,236.6"
Jul-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,"4,574.8","1,337,585.8"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,96.19,0.0,0.0
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"4,420.2","1,615,437.3"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","5,574.1","1,538,511.7"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","8,361.4","2,307,767.6"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"6,016.2","2,083,401.3"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","5,574.1","1,538,511.7"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"8,348.8","3,051,381.6"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"6,998.6","2,557,775.8"
Jul-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,432.2","3,104,332.0"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"5,062.6","1,850,259.2"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,359.9,"131,555.4"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.86,"1,418.7","520,075.0"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,762.2,"278,587.9"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","5,287.1","1,468,114.1"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.95,"6,330.6","2,310,732.0"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00",480.6,"141,505.0"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"4,298.2","1,570,926.3"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,100.64,"9,549.4","3,492,298.5"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,52.9,"22,110.1"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"3,646.6","1,523,116.2"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,484.50,0.0,0.0
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI TORTI WITH,500G,BAG,855.00,0.0,0.0
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,249.5,"145,857.8"
Jul-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,256.50,0.0,0.0
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.00,"9,067.8","2,878,483.4"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,92.63,932.5,"292,151.2"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"2,530.1","911,432.4"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"8,601.7","3,143,781.2"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"5,692.4","2,080,443.5"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.83,"14,167.8","5,177,992.6"
Jul-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,270.7","4,289,878.3"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"59,567.6","18,660,575.2"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"1,715.4","626,949.8"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"11,321.9","4,137,868.4"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,99.75,"22,071.7","8,066,753.6"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"59,925.4","21,901,444.9"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.65,"74,735.3","27,111,098.8"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"115,219.3","42,110,125.4"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.10,"238,043.6","86,835,526.9"
Aug-21,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA SPAGHETTI,500G,SACHET,199.50,"3,138.3","917,572.0"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"26,413.9","8,274,584.4"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,71.25,"97,411.1","25,429,708.6"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"30,427.2","11,120,474.2"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"2,314.1","845,782.5"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,99.75,"5,836.8","93,975.8"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,102.60,"81,853.7","30,676,398.8"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,102.60,"69,596.9","26,334,715.0"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,450G,SACHET,256.50,"19,713.3","7,410,666.1"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,"1,017.9","156,626.4"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,256.50,"17,785.0","6,685,709.7"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"6,856.9","2,506,022.4"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"9,856.7","3,705,333.1"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,102.60,"27,170.4","10,470,698.4"
Aug-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"21,856.3","7,987,946.3"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,87.54,"16,339.3","5,136,918.0"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"12,123.9","3,798,042.7"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,95.00,"2,948.1","923,529.4"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"12,596.3","4,603,654.0"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,96.19,"42,077.0","15,378,163.4"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.58,"48,643.1","17,407,129.5"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"1,507.5","566,711.2"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"107,671.4","39,351,446.8"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"218,424.6","79,829,319.6"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,171.00,0.0,0.0
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO SPAGHETTI,500G,SACHET,285.00,0.0,0.0
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA,200G,SACHET,85.50,"13,668.8","3,620,627.1"
Aug-21,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE SPAGHETTI,500G,SACHET,199.50,0.0,0.0
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,96.19,"18,518.3","5,801,139.7"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"1,194.6","436,603.7"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,"1,710.00","3,873.9","1,069,233.6"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,710.00","7,748.0","2,138,467.2"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,94.05,"8,447.5","2,900,296.1"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,710.00","3,873.9","1,069,233.6"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.85,"9,812.8","3,593,872.3"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"8,020.8","2,931,482.1"
Aug-21,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"7,214.4","3,013,400.4"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,99.75,"5,062.6","1,850,259.2"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,641.6,"234,454.7"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.98,"1,552.3","568,612.1"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,248.3,"90,756.7"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,4540G,BAG,"1,767.00","1,879.1","544,540.0"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.95,"4,945.9","1,790,931.6"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI SUPERIOR,4540G,BAG,"1,824.00","1,409.3","414,887.6"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"4,614.7","1,686,561.4"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,100.64,"11,298.6","4,148,876.2"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,500G,SACHET,285.00,569.1,"237,696.0"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,0.0,0.0
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI SPAGHETTI,200G,SACHET,99.75,0.0,0.0
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI CAPELLINI,500G,SACHET,484.50,0.0,0.0
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI TORTI WITH,500G,BAG,855.00,0.0,0.0
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI,250G,SACHET,199.50,249.5,"145,857.8"
Aug-21,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA SPAGHETTI,500G,SACHET,256.50,"3,172.8","1,325,228.0"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,95.00,"9,067.6","2,902,361.0"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR SPAGHETTI,200G,SACHET,92.63,932.5,"292,151.2"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,95.00,"2,898.0","1,030,765.2"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"6,520.5","2,383,053.4"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"4,528.0","1,654,898.2"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.91,"11,410.4","4,175,260.9"
Aug-21,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA  SACHET,500G,SACHET,285.00,"10,270.5","4,289,878.3"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"56,534.2","17,710,276.4"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,0.0,0.0
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,"8,037.9","2,937,699.1"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,99.75,"16,177.1","5,912,350.4"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"61,877.2","22,614,740.4"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,98.65,"60,562.7","21,838,744.4"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,99.75,"100,146.4","36,601,144.4"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.07,"244,879.9","89,368,872.1"
Sep-21,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA SPAGHETTI,500G,SACHET,199.50,"2,824.5","825,814.8"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,85.50,"32,589.9","10,209,343.7"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,71.25,"97,411.1","25,429,708.6"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,99.75,"39,373.9","14,390,258.9"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,99.75,96.5,"35,270.2"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,4540G,BAG,99.75,0.0,0.0
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN MACARONI,200G,SACHET,102.60,"93,223.4","34,929,632.6"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,102.60,"79,809.3","30,099,624.9"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,450G,SACHET,256.50,723.8,"272,084.7"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,475G,SACHET,99.75,0.0,0.0
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,500G,SACHET,256.50,"6,755.3","2,539,457.5"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,99.75,"14,668.6","5,361,076.8"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,"1,930.0","725,559.3"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI,200G,SACHET,101.18,"39,663.5","15,205,505.4"
Sep-21,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI,200G,SACHET,99.75,"28,951.3","10,581,072.7"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA SPAGHETTI,200G,SACHET,87.28,"16,339.3","5,130,069.4"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR,200G,SACHET,85.50,"14,818.1","4,642,052.2"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SUPERIOR QUALITY,200G,SACHET,85.50,"5,032.0","1,576,392.8"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN COQUILLETTES,200G,SACHET,103.31,"17,584.8","6,548,093.0"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN SPAGHETTI,200G,SACHET,99.75,"25,271.3","9,236,044.8"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,200G,SACHET,96.90,"57,786.5","20,741,402.3"
Sep-21,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN VERMICELLI,500G,SACHET,256.50,0.0,0.0
